country_id,winner_id,name,NumMatchWon
AUS,105210,Zach Itzstein,1
AUS,200029,Matthew Leffler,1
AUS,222684,Sasha Nelson,1
AUS,222682,Sarah Prescott,1
AUS,103720,Lleyton Hewitt,1
AUS,207728,Moerani Bouzige,1
AUS,221876,Tully Richter,1
AUS,215181,Sarina Kang,1
AUS,223258,Cydney Crumbie,1
AUS,223084,Milan Krish,1
AUS,206734,Michael Shepheard,1
AUS,105264,Isaac Frost,1
AUS,221893,Nadia Rajan,1
AUS,222888,Madison Schwarz,1
AUS,221892,Maggie Pearce,1
AUS,134318,Cameron Green,1
AUS,223194,Taylah Preston,1
AUS,223192,Rhea Makesar,1
AUS,205792,Natalie Barbir,1
AUS,220905,Tayla Whitehouse,1
AUS,132121,Jai Corbett,1
AUS,134333,Nathanael Consalvo,1
AUS,216025,Ella Husrefovic,1
AUS,215957,Andjela Reljic,1
AUS,223144,Ellen Shanahan,1
AUS,223191,Shanelle Iaconi,1
AUS,222752,Charmaine Enculescu,1
AUS,223210,Lily Fairclough,1
AUS,223193,Jessie Culley,1
AUS,223195,Lara Tovich,1
AUS,202257,Nathan Eshmade,1
AUS,221888,Lauren Nikoloski,1
AUS,206190,Dimitri Morogiannis,1
AUS,136461,Sam Edward Longhurst,1
AUS,223256,Elana Nasr,1
AUS,200614,Mislav Bosnjak,1
AUS,221894,Luna Jokanovic,1
AUT,106233,Dominic Thiem,244
AUT,211814,Julia Grabher,193
AUT,202482,Barbara Haas,186
AUT,124116,Sebastian Ofner,130
AUT,110602,Dennis Novak,126
AUT,201659,Melanie Klaffner,114
AUT,105589,Gerald Melzer,113
AUT,200514,Jurij Rodionov,107
AUT,111192,Lucas Miedler,94
AUT,214818,Mira Antonitsch,87
AUT,201481,Tamira Paszek,65
AUT,221257,Sinja Kraus,65
AUT,204390,Pia Konig,57
AUT,105814,Maximilian Neuchrist,48
AUT,103781,Jurgen Melzer,45
AUT,211330,Marlies Szupper,44
AUT,126634,Lenny Hampel,33
AUT,105426,Michael Linzer,32
AUT,204352,Yvonne Neuwirth,28
AUT,104890,Andreas Haider Maurer,27
AUT,211283,Karoline Kurz,26
AUT,211408,Kerstin Peckl,25
AUT,221345,Alina Michalitsch,24
AUT,220591,Arabella Koller,20
AUT,202451,Nicole Rottmann,18
AUT,204388,Lisa Maria Moser,18
AUT,219770,Ema Vasic,16
AUT,126623,Alexander Erler,15
AUT,126536,David Pichler,15
AUT,222558,Stefanie Auer,14
AUT,222541,Irina Dshandshgava,14
AUT,215420,Caroline Ilowska,13
AUT,221282,Veronika Bokor,12
AUT,210223,Natasha Bredl,12
AUT,105557,Gibril Diarra,11
AUT,203965,Bettina Pirker,8
AUT,221340,Daniela Glanzer,5
AUT,215507,Livia Kraus,5
AUT,240996,Tamara Kostic,4
AUT,222538,Anna Gross,4
AUT,105542,Bastian Trinker,4
AUT,221005,Selina Pichler,4
AUT,106060,Thomas Statzberger,3
AUT,105353,Pascal Brunner,3
AUT,105864,Tristan Samuel Weissborn,3
AUT,221404,Emily Meyer,3
AUT,237476,Ines Faltinger,3
AUT,214718,Christina Wolfgruber,2
AUT,216127,Nadja Ramskogler,2
AUT,221013,Mavie Osterreicher,2
AUT,214022,Elba Kasum,2
AUT,104667,Philipp Oswald,2
AUT,209903,Lukas Neumayer,2
AUT,222791,Anastasia Dimitrijevic,1
AUT,244080,Laura Pasterk,1
AUT,222925,Viktoria Kurz,1
AUT,216168,Anna Lena Neuwirth,1
AUT,207491,Sandro Kopp,1
AUT,239185,Sophia Desiree Piech,1
AUT,239427,Lea Erenda,1
AUT,221685,Lara Kaiser,1
AUT,214752,Alena Weiss,1
AUT,221378,Eva Maria Riml,1
AUT,244074,Elena Karner,1
AUT,239182,Sara Erenda,1
AUT,216098,Eva Nyikos,1
AUT,222069,Anita Gavran,1
AUT,221704,Liz Keller,1
AUT,239391,Jelena Ristic,1
AUT,222537,Katarina Sopkova,1
AUT,216144,Elena Griessner,1
BAH,210920,Kerrie Cartwright,14
BAH,221838,Danielle Andrea Thompson,4
BAH,214613,Iesha Shepherd,2
BAH,216235,Isabel Donaldson,1
BAH,221818,Sydney Clarke,1
BAR,105985,Darian King,123
BAR,104656,Haydn Lewis,1
BAR,221831,Gabrielle Leslie,1
BAR,214637,Kiana Marshall,1
BDI,216367,Sada Nahimana,59
BDI,122474,Guy Orly Iradukunda,3
BDI,221493,Aisha Niyonkuru,2
BEL,210722,Elise Mertens,232
BEL,105676,David Goffin,202
BEL,213889,Greetje Minnen,168
BEL,106293,Kimmer Coppejans,165
BEL,213853,Eliessa Vanlangendonck,163
BEL,211260,Marie Benoit,161
BEL,211556,Helene Scholsen,149
BEL,204434,Ysaline Bonaventure,143
BEL,206251,Kimberley Zimmermann,143
BEL,105074,Ruben Bemelmans,143
BEL,202421,Alison Van Uytvanck,142
BEL,201465,Kirsten Flipkens,132
BEL,213855,Magali Kempen,126
BEL,105963,Arthur De Greef,118
BEL,201518,Yanina Wickmayer,110
BEL,104327,Steve Darcis,106
BEL,215039,Lara Salden,101
BEL,106167,Joris De Loore,87
BEL,211303,Deborah Kerfs,65
BEL,213888,Britt Geukens,58
BEL,215328,Margaux Bovy,56
BEL,221003,Clara Vlasselaer,55
BEL,202420,An Sophie Mestach,52
BEL,205855,Elyne Boeykens,50
BEL,200267,Zizou Bergs,49
BEL,210801,Catherine Chantraine,48
BEL,211321,Klaartje Liebens,45
BEL,214945,Chelsea Vanhoutte,44
BEL,105726,Yannik Reuter,42
BEL,201550,Tamaryn Hendler,33
BEL,220614,Vicky Van De Peer,32
BEL,221256,Eline Audenaert,32
BEL,104963,Yannick Mertens,31
BEL,206250,Michaela Boev,30
BEL,123785,Clement Geens,28
BEL,216069,Justine Pysson,28
BEL,221170,Victoria Kalaitzis,26
BEL,105325,Germain Gigounon,24
BEL,216036,Luna Meers,24
BEL,216174,Laure Line Glaude,23
BEL,215368,Axana Mareen,22
BEL,126107,Michael Geerts,20
BEL,122638,Christopher Heyman,17
BEL,104944,Niels Desein,16
BEL,215112,Emily Casteleyn,14
BEL,111584,Jeroen Vanneste,13
BEL,215246,Mathilde Devits,12
BEL,216205,Anais Defossez,11
BEL,210703,Steffi Distelmans,10
BEL,203443,Sofie Oyen,10
BEL,220025,Pauline Demel,10
BEL,105593,Yannick Vandenbulcke,9
BEL,228909,Amelie Van Impe,9
BEL,104893,Maxime Authom,8
BEL,223321,Sofia Costoulas,8
BEL,106333,Julien Cagnina,8
BEL,214188,Victoria Smirnova,8
BEL,105695,Sander Gille,7
BEL,228910,Tilwith Di Girolami,7
BEL,213890,Morgane Michiels,6
BEL,126091,Omar Salman,6
BEL,105096,Julien Dubail,6
BEL,214187,Anastasia Smirnova,5
BEL,216237,Elisabeth Chantraine,4
BEL,222952,Lena Delfosse,4
BEL,215423,Vicky Geurinckx,3
BEL,222501,Marte Lambrecht,3
BEL,206377,Emma Janssen,1
BEL,222443,Beau Deleu,1
BEL,215053,Dorien Cuypers,1
BEL,221312,Aurore Felsenhart,1
BEL,221965,Morgane Van Den Bergh,1
BEL,122222,Jonas Merckx,1
BEL,215329,Juliette Bastin,1
BEL,215779,Emilia Dejonckheere,1
BEL,202247,Simon Beaupain,1
BEL,245082,Cristine Tchanichev,1
BEL,241729,Florence Fohnen,1
BEL,237461,Emma Vanderheyden,1
BEL,204392,Caroline Van De Wijgaart,1
BEL,216154,Odile Maesfranckx,1
BEL,220685,Helena Verbeeck,1
BEL,220368,Zoi Meers,1
BEL,126115,Joran Vliegen,1
BIH,106000,Damir Dzumhur,187
BIH,105806,Mirza Basic,147
BIH,211296,Dea Herdzelas,120
BIH,215131,Nefisa Berberovic,115
BIH,203456,Jelena Simic,82
BIH,105060,Aldin Setkic,76
BIH,105493,Tomislav Brkic,52
BIH,210271,Anita Husaric,38
BIH,213789,Katarina Jokic,25
BIH,123983,Nerman Fatic,21
BIH,110618,Elmar Ejupovic,16
BIH,202619,Ema Burgic,15
BIH,221283,Laura Radakovic,10
BIH,215429,Jovana Peric,2
BIH,239395,Amila Jusufbegovic,2
BIH,215904,Zorica Spasojevic,2
BIH,222177,Sara Mikaca,2
BIH,215252,Marija Jovicic,1
BIH,245105,Jasmina Tinjic,1
BIH,220902,Zaneta Malinovic,1
BIH,213717,Emilija Ceranic,1
BIH,216070,Zejda Veljacic,1
BLR,214544,Aryna Sabalenka,225
BLR,125802,Ilya Ivashka,198
BLR,106078,Egor Gerasimov,153
BLR,205925,Aliaksandra Sasnovich,150
BLR,216013,Yuliya Hatouka,128
BLR,214304,Vera Lapko,117
BLR,105590,Uladzimir Ignatik,117
BLR,201458,Victoria Azarenka,108
BLR,216039,Shalimar Talbi,103
BLR,201501,Olga Govortsova,103
BLR,215707,Anna Kubareva,102
BLR,213576,Iryna Shymanovich,94
BLR,203441,Sviatlana Pirazhenka,78
BLR,211426,Sadafmoh Tolibova,62
BLR,203415,Ilona Kremen,52
BLR,216020,Katyarina Paulenka,41
BLR,214959,Nika Shytkouskaya,35
BLR,105029,Sergey Betov,35
BLR,219995,Katsiaryna Skachkova,31
BLR,220438,Viktoriya Kanapatskaya,28
BLR,105299,Dzmitry Zhyrmont,27
BLR,106138,Yaraslau Shyla,26
BLR,220159,Kseniya Yersh,19
BLR,219638,Anhelina Kalita,19
BLR,105781,Andrei Vasilevski,17
BLR,205944,Lidziya Marozava,15
BLR,221116,Jana Kolodynska,15
BLR,220808,Kristina Dmitruk,14
BLR,215145,Hanna Sokal,12
BLR,105012,Alexander Bury,12
BLR,221117,Anastasiya Komar,12
BLR,220436,Vlada Zvereva,12
BLR,221118,Tatsiana Sasnouskaya,11
BLR,222183,Hanna Vinahradava,8
BLR,222184,Evialina Laskevich,7
BLR,205920,Darya Lebesheva,7
BLR,201412,Anastasia Yakimova,5
BLR,221901,Darya Shauha,5
BLR,214381,Vera Sakalouskaya,5
BLR,232872,Alexandra Azarko,4
BLR,219998,Alesya Yakubovich,4
BLR,211118,Darya Shulzhanok,3
BLR,214645,Anastasiya Shleptsova,3
BLR,215164,Lizaveta Hancharova,3
BLR,221434,Aliona Falei,3
BLR,220268,Eva Alexandrova,3
BLR,216202,Alisa Yakimakho,2
BLR,241020,Valeryia Vasilyeva,2
BLR,222610,Maryia Novikava,2
BLR,144915,Mikalai Haliak,2
BLR,206188,Viktoryia Mun,2
BLR,222975,Maryia Savitskaya,1
BLR,221902,Alena Bairasheuskaya,1
BLR,220807,Anastasiya Abramovich,1
BLR,245099,Palina Saulevich,1
BLR,202381,Ksenia Milevskaya,1
BLR,211822,Darya Chernetsova,1
BLR,220439,Aleksandra Efremova,1
BOL,106198,Hugo Dellien,125
BOL,210138,Noelia Zeballos,117
BOL,105156,Federico Zeballos,24
BOL,238065,Noelia Zeballos Melgar,9
BOL,215340,Hortencia Birnbaumer,4
BOL,202900,Maria Fernanda Alvarez Teran,3
BOL,215672,Daniela Alejandra La Fuente Strassburger,3
BOL,221978,Gabriela Cortes Flores,2
BOL,222462,Fiorella Duran Montano,2
BOL,106262,Boris Arias,2
BOL,221842,Sofia Cristina Taborga Rollano,2
BOL,123965,Rodrigo Banzer,1
BOL,222459,Masha Alexandra Vrsalovic Gimenez,1
BOL,220850,Isabella Ciancaglini,1
BOL,222485,Maria Olivia Castedo,1
BOL,105479,Alejandro Mendoza,1
BOL,220244,Paola Cortez Vargas,1
BOL,220849,Sofia Velarde,1
BOL,222461,Valentina Ascarrunz,1
BRA,106329,Thiago Monteiro,208
BRA,206430,Carolina Meligeni Rodrigues Alves,187
BRA,206242,Beatriz Haddad Maia,186
BRA,104297,Rogerio Dutra Silva,143
BRA,206194,Gabriela Ce,140
BRA,206007,Laura Pigossi,127
BRA,106105,Guilherme Clezar,125
BRA,213753,Thai Sa Grana Pedretti,118
BRA,105064,Thomaz Bellucci,111
BRA,205848,Nathaly Kurata,104
BRA,105154,Joao Souza,88
BRA,110778,Joao Menezes,84
BRA,205591,Paula Cristina Goncalves,82
BRA,211594,Ingrid Gamarra Martins,78
BRA,106203,Pedro Sakamoto,77
BRA,205933,Eduarda Piai,65
BRA,205734,Thiago Seyboth Wild,65
BRA,202694,Teliana Pereira,64
BRA,106252,Joao Pedro Sorgi,60
BRA,200335,Felipe Meligeni Rodrigues Alves,48
BRA,215721,Rebeca Pereira,47
BRA,126197,Orlando Luz,47
BRA,213604,Luisa Stefani,41
BRA,104007,Andre Ghem,36
BRA,104738,Caio Zampieri,31
BRA,105571,Fabricio Neis,25
BRA,121264,Oscar Jose Gutierrez,21
BRA,105180,Daniel Dutra Da Silva,20
BRA,214322,Karolayne Alexandre Da Rosa,18
BRA,105262,Fernando Romboli,18
BRA,106211,Bruno Santanna,16
BRA,110774,Marcelo Zormann Da Silva,15
BRA,207799,Matheus Pucinelli De Almeida,13
BRA,106264,Karue Sell,13
BRA,213755,Erika Drozd Pereira,13
BRA,220578,Julia Konishi Camargo Silva,13
BRA,220604,Alice Garcia,12
BRA,104903,Andre Miele,11
BRA,206011,Flavia Guimaraes Bueno,10
BRA,122425,Rafael Matos,10
BRA,221932,Julia Klimovicz,9
BRA,105700,Jose Pereira,9
BRA,105245,Fabiano De Paula,9
BRA,203510,Nathalia Rossi,8
BRA,206009,Giovanna Tomita,8
BRA,239390,Sofia Da Cruz Mendonca,7
BRA,104836,Tiago Lopes,7
BRA,105068,Nicolas Santos,7
BRA,105674,Carlos Eduardo Severino,6
BRA,105998,Eduardo Dischinger,6
BRA,104550,Ricardo Hocevar,5
BRA,211848,Rafaela Rodrigues Dos Santos,5
BRA,105269,Marcelo Demoliner,5
BRA,205609,Marcela Guimaraes Bueno,5
BRA,215835,Pamela Wu,4
BRA,109307,Luis Faria,4
BRA,106095,Alexandre Tsuchiya,4
BRA,220317,Nathalia Wolf Gasparin,4
BRA,215854,Jennifer Rosa Dourado,4
BRA,127108,Igor Ribeiro Marcondes,4
BRA,223284,Luana Plaza Araujo,3
BRA,213850,Barbara Oliveira,3
BRA,105861,Caio Silva,3
BRA,210749,Raquel Martini,2
BRA,105996,Alex Blumenberg,2
BRA,211293,Juliana Silva De Carvalho,2
BRA,126715,Fernando Yamacita,2
BRA,223292,Helena Ramos Rocha E Silva,2
BRA,222721,Thamyrys Nicolle Costa Araujo,2
BRA,105381,Thales Turini,2
BRA,214140,Mariana Borges,2
BRA,222719,Isadora Fernanda Muller,2
BRA,215629,Alexandra Ferreira Da Silva,2
BRA,105530,Henrique Cunha,2
BRA,105979,Augusto Laranja,2
BRA,206431,Andressa Cristina Souza,2
BRA,105754,Pedro Bernardi,2
BRA,202183,Gabriel Decamps,1
BRA,105868,Wilson Leite,1
BRA,127115,Gabriel Pascotto Tumasonis,1
BRA,200495,Eduardo Ribeiro,1
BRA,216574,Giovanna Ferreira Caputo,1
BRA,200522,Renato Lima,1
