player_id,name,TOTspectators
223273,Misa Okawa,1425
211546,Mihoki Miyahara,38031
200033,Serena Williams,1661716
127470,Chris Harrison,2627
222923,Katerina Zafiropoulou,3699
222431,Marta Garcia,2756
232878,Margherita Viglietti,2379
221629,Hla El Sakka,79099
220579,Tatiana Terwindt,51349
202410,Sofia Shapatava,905391
105905,Danilo Petrovic,1016913
220902,Zaneta Malinovic,11579
223253,Alexandra Eala,110700
222068,Leticia Heintz,14298
201674,Sabina Sharipova,979595
208502,Dominic Stephan Stricker,63263
215919,Maria Galiy,3531
220704,Clara Tauson,615852
144735,Patcharapol Kawin,11274
230876,Viola Turini,6112
221909,Ashlyn Krueger,154629
103780,Eric Butorac,9947
222632,Ziyu Zhang,13632
219683,Prarisa Rachdanone,12534
122592,Orel Ovil,2435
221005,Selina Pichler,42813
215052,Katka Stach,3494
214737,Charlene Mueller,3144
202456,Alexandra Cadantu,855259
239129,Lina Soussi,22617
215478,Claire Verwerda,27962
220248,Katarina Karanja,3270
201982,Kaito Itsusaki,15552
220740,Ivana Sebestova,228598
223386,Margarita Roshka,3095
206178,Susanne Celik,398117
222715,Vanessa Langes,3586
216420,Danica Malan,2849
216182,Sofia Epur,4337
108767,Gonzales Austin,54416
215114,Teodora Djordjevic,9175
207139,Palaphoom Kovapitukted,41234
222347,Marine Szostak,110196
206431,Andressa Cristina Souza,31486
214877,Makenna Jones,16132
220526,Natalia Pietras,11699
221006,Maria Carla Dannunzio,2909
216199,Gaini Ibrasheva,9398
106266,Lloyd Glasspool,561797
214509,Nina Khmelnitckaia,3836
215039,Lara Salden,578977
222411,Hsuan Huang,3197
211721,Akiho Kakuya,100288
206505,Peter Tarwid,3213
209226,Adolfo Daniel Vallejo,832
222215,Jiho Shin,103351
206859,Eward Covalschi,6426
221462,Mariya Krasakova,43851
233725,Karolina Mrazikova,4959
200663,James Ibrahim,42050
123795,Altug Celikbilek,521017
105349,Harri Heliovaara,285621
121928,James Hignett,5971
215943,Alexa Ryngler,61024
213734,Mariam Bolkvadze,966954
221480,Ashley Chang,22688
223144,Ellen Shanahan,7126
215170,Yara Abed,33786
223425,Eloise De Mooij,25178
214606,Margot Mercier,812
215457,Carlota Molina Megias,74305
215961,Cheyenne Biancheri,3347
222649,Martina Maria Bovio,32146
215235,Ulyana Shirokova,9177
221239,Priyanka Shah,21369
214930,Jenny Duerst,396788
125796,Remi Boutillier,147276
201472,Romina Oprandi,160547
242445,Mathilde Mosegaard Ravnholt,4567
206815,Lucas Lobao,3896
209322,Martin Krumich,17652
223450,Ceylin Ipek,9133
240165,Elisa Cesarina Vincenti,9489
105499,Christopher Diaz Figueroa,41279
222158,Amanda Carolina Nava Elkin,23732
241736,Jana Elagamy,12098
134384,Sebastian Prechtel,26986
216370,Lamiaa Aziz,9166
208365,Amador Salazar,4309
201678,Sacha Jones,2033
200638,Zvonimir Oreskovic,6768
215136,Yani Genesse,2507
223071,Gloria Contrino,2685
215741,Valentina Andrea Vasquez Pongruber,12467
200181,Amer Naow,4610
108985,Ali Ghareeb,407
206280,Elena Cerezo Codina,3352
216180,Zoziya Kardava,248421
215858,Charmaine Shi Yi Seah,50069
132584,Stefano Reitano,3052
213877,Antonina Lysakova,6948
138431,Darko Bojanovic,476
212307,Luisanna Rodriguez,613
216148,Anna Laguza,93932
206912,Stuart Parker,25008
104510,Stefan Seifert,6064
215089,Nandini Sharma,41654
214441,Marina Olalla Abajo,3441
126335,Sora Fukuda,43547
200619,Sebastian Arcila,4699
214157,Lara Isis Teodoro De Oliveira,27966
121621,Ken Onoda,15269
220558,Anna Kalabukhova,2749
211699,Karolina Stuchla,5561
127097,Leandro Serrano Sanz,4111
220905,Tayla Whitehouse,17737
220978,Sofia Madina,6663
216275,Ghizlane El Amrani Tchaha,13664
214953,Vlada Medvedcova,26148
126234,Frantisek Polanka,3289
219916,Candace Olivia Pedro,10943
123812,Jose Fco Vidal Azorin,32604
222306,Anya Chavez,4501
215355,Zara Lennon,1983
222938,Eda Numanoglu,35051
215781,Salma Abdelbaset,2819
133071,Xi Qi,62125
221487,Lana Brezanin,3087
222019,Nino Natsvlishvili,77662
203559,Clothilde De Bernardi,334056
222786,Mariya Polishchuk,9383
110686,Finn Tearney,81981
221617,Mariana Ossa,4159
216489,Malak Jasim Fardan,347
134545,Alexis Canter,21417
221455,Aina Domingo Bernabeu,7301
122520,Paul Cayre,7798
220318,Francesca M Fanchin,19169
214250,Jacqueline Boepple,8275
221472,Chiara Girelli,89591
222579,Andra Cristina Captan,65053
207182,Emilio Nava,108565
238181,Valeska Alexandra San Martin Ramirez,4894
214146,Marianna Petrei,5318
104890,Andreas Haider Maurer,253422
215432,Olivia Nicholls,90009
133227,Pablo Irigaray Guarne,2146
210706,Stefana Andrei,2155
234246,Kashish Bhatia,10839
223302,Kira Pavlova,33208
103163,Tommy Haas,117312
221583,Helena Sophie Engels,2013
132052,Christian Langmo,12768
211174,Kelsey Laurente,15405
214024,Tea Jandric,41376
238205,Mika Buchnik,2917
208300,Omni Kumar,6384
213899,Frances Altick,51112
221476,Marne Dercksen,93464
221751,Elena Raffaeta,2480
211901,Aliona Bolsova,860811
215967,Sasa Klanecek,101180
216392,Nicole Bueno Sandoval,6942
131867,Dominik Boehler,9502
105512,Alexander Sarkissian,816650
203389,Danielle Rose Collins,1488927
211996,Sneha Padamata,3745
105645,Alexander Lobkov,30171
203357,Libby Muma,36523
219932,Polina Avdzhiyan,11380
204412,Belinda Woolcock,273156
105819,Guido Andreozzi,1316976
239163,Sophie Martin,3273
223263,Maxima Reule,2867
222188,Carly Briggs,24855
222396,Matilde Paoletti,73332
200703,Bogdan Pavel,7004
105271,Gonzalo Escobar,652084
219396,Daryna Kovalenko,2503
223176,Giulia Finocchiaro,9436
220820,Gabriela Macias,35174
202832,Katerina Kramperova,60933
201701,Basak Eraydin,841319
133773,Domen Gostincar,10347
209418,Diana Popescu,20909
220291,Lenka Stara,85038
222610,Maryia Novikava,12100
132859,Jason Taylor,9466
222248,Cartika Wisesha Dewi Larasati,2565
223022,Amira Bargaoui,17637
202166,Ang Ji,7555
222218,Daria Kononchuk,6106
222597,Maya Keidar,2645
213674,Jade Lewis,83217
201530,Gail Brodsky,151432
128008,Edoardo Lamberti,11107
223412,Camilla Franzin,3279
215367,Nini Guensler,2749
215467,Malkia Menguene,6864
208757,Miguel Gomes,9382
214898,Kimika Sakata,32797
220941,Anna Leijon,3053
220547,Mariia Antoniuk,63426
245114,Max Benaim,8986
201598,Noppawan Lertcheewakarn,171243
222767,Maria Helena Sodre,6172
200532,Vasil Kirkov,74755
219723,Neli Sunjic,3399
223413,Maja Radisic,3279
214214,Alba Cortina Pou,6882
221236,Polina Kudermetova,120849
104665,Pablo Andujar,945170
213576,Iryna Shymanovich,398688
105133,Lubomir Majsajdr,21982
133177,Robin Thour,12525
222429,Ariadna Perez Lertxundi,2756
214219,Tessah Andrianjafitrimo,1036061
214871,Ekaterina Korzhova,6519
210994,Magdalena Cordero,5548
220523,Birte Langenstein,3151
127043,Zhicheng Zhu,22585
104897,Matthias Bachinger,1213200
222666,Sarah Mueller,27065
123755,Daniel Elahi Galan,1484153
202451,Nicole Rottmann,100985
202386,Sung Hee Han,182319
208039,Ronald Hohmann,8171
214980,Jessica Crivelletto,152293
210314,Dominique Wahl,20140
220498,Yuxin Zhang,75641
214461,Tamara Zidansek,1374093
220068,Yaroslava Gadiatska,2758
222506,Anastasiya Konstantinovna Soboleva,132809
234235,Priyam Kumari,3613
216188,Klara Hajkova,99542
200005,Ugo Humbert,1143983
200343,David Szintai,18047
221377,Fabienne Gettwart,188670
223299,Longi Noelly Nsimba,2646
106327,Harrison Adams,38930
204372,Anna Signe Rasmussen,20991
214074,Weronika Jasmina Forys,165841
213814,Dzina Milovanovic,3271
210947,Ferny Angeles Paz,632
222056,Eugenie Christine Ngo Gwodog,22594
216049,Valeriia Bazhanova,3729
105965,Gavin Van Peperzeel,127069
223217,Amy Huang,2903
220761,Isabelle Hearnshaw,3433
203432,Rashmi Teltumbde,3745
223052,Eija Jaatinen,2480
215151,Lina Glushko,411331
215724,Lynda Benkaddour,19154
222166,Angeliki Dermitzaki Lambropoulou,3630
220614,Vicky Van De Peer,163967
127947,Domenico Scelzi,2997
222852,Judith Sanchez Calvo,2331
105759,Henrik Sillanpaa,9414
210382,Sabrina Santamaria,273842
203493,Hirono Watanabe,16822
234506,Isabelle Cherny,3005
220748,Alina Tsyurpalevych,5526
211809,Daria Lodikova,569395
205935,Phongsapak Kerdlaphee,2596
207210,Nikshep Ballekere Ravikumar,6943
202170,Malik Bhatnagar,3618
105778,Tobias Simon,402517
110536,Kevin King,742439
216197,Dominique Meyer,13398
215581,Fadona Titalyana Kusumawati,6405
222868,Isabella Rivera Ortiz,10543
214594,Giulia Sartori,21894
200075,Yshai Oliel,66199
221304,Xinrui Liu,45889
210056,Priscilla Heise,333045
239127,Anna Novratidou,10844
245142,Justin Schlageter,4207
122669,Juan Pablo Varillas,747489
212038,Veronika Stotyka,58725
222830,Camille Kiss,3081
221159,Alina Granwehr,49805
216588,Kaoru Okamoto,4108
222515,Karim Lisset Carreras Lampert,3972
241751,Yana Maria Khadarovich,8492
134434,William Flavell,2840
214026,Natalija Sipek,29397
237465,Asylzhan Arystanbekova,8710
105902,James Duckworth,1267055
208038,Ryan Goetz,6701
221388,Aminata Sall,65210
105545,Mikhail Fufygin,20014
106186,Jason Kubler,721619
222765,Nicolly Ferreira,6172
222502,Maria Daciana Ciubotaru,5602
220555,Oana Smaranda Corneanu,133276
106033,Romain Arneodo,107016
123792,Fabio Mercuri,10327
144778,Vivien Cabos,11079
105427,Milos Sekulic,48647
239492,Mayssa Ben Dhiab,9242
104556,Alexander Perfilov,3824
222576,Denisa Elena Plesa,8876
132180,Juan Jose Priego Carrilo,2744
206397,Ji Hee Lee,9252
231627,Habiba El_Anany,2708
215437,Monika Kilnarova,719935
210719,Rachel Janssen,19084
220928,Sofia Nahiara Garcia,20214
221166,Maeva Maxch,3125
228107,Selya Rakki,41910
201531,Mariana Duque Marino,901739
203538,Polina Vinogradova,108608
122171,Alexander Mannapov,9036
224482,Smriti Bhasin,57700
133166,Oscar Matias Leiva Biason,3284
124167,Vaughn Hunter,7179
126276,Thomas Brechemier,13823
223188,Ella Nurkic,12606
211893,Kaitlyn Mccarthy,10366
239159,Marie Amandine Reyes,3273
211977,Adrijana Lekaj,51298
134425,Mikko Rouvala,3940
234482,Yvonna Zuffova,64906
222934,Marta Giglio,1550
214865,Darya Shevchenko,9633
209098,Hamad Medjedovic,22516
220557,Teodora Mitrovic,13577
223059,Diana La,2480
105529,Carlos Gomez Herrera,515769
106052,Lucian Gheorghe,7288
222529,Monika Dedaj,4954
214435,Agata Jadwiga Bienkowska,17845
211363,Sol Hee Sim,25545
222202,Gabriella Broadfoot,3924
222436,Ciara O Toole,4008
222295,Ramona Matei,3002
214708,Georgiana Ruhrig,29608
216310,Abigail Cazarez Gonzalez,4099
206184,Kelly Versteeg,157353
221633,Sophie Williams,57038
221812,Yee Loon Goh,200
214096,Karolina Muchova,1255085
215904,Zorica Spasojevic,19085
214483,Valeria Mishina,10931
122498,Hao Yuan Ng,2632
121049,Ettore Capello,3829
210021,Yerassyl Yerdilda,3415
223092,Klara Sameliak,9208
202376,Raquel Kops Jones,6595
121113,Diego Jose Manrique Velazquez,2480
134886,Sharmal Dissanayake,1173
126225,Maxim Kravtsov,2719
233748,Leyla Nilufer Elmas,6823
209212,Marcel Politowicz,2767
208046,Pedro Boscardin Dias,12974
105821,Riccardo Bellotti,251347
216288,Irina Lapustina,84112
105674,Carlos Eduardo Severino,53630
206901,Joao Vitor Prado Festa,5456
207407,Peter Makk,8410
221210,Daria Kudashova,236452
105166,Peter Polansky,1841628
215556,Hristina Djokic,8797
211049,Sri Vaishnavi Peddi Reddy,218597
126512,Fabien Reboul,331894
215613,Emma Navarro,238821
126183,Mariano Kestelboim,107022
201438,Ekaterina Bychkova,53386
221424,Bianca Lia Antican Gonzalez,12172
228106,Charlotte Gisclon,5986
206288,Tamari Chalaganidze,5747
223388,Martina Sanchis Medina,3095
209859,Rostislav Galfinger,3578
213699,Diletta Alessandrelli,2638
216043,Seung Hee Han,3358
214589,I Hsuan Cho,145398
216122,Akilah James,355123
206870,Gianluca Quinzi,2719
219798,Laia Conde Monfort,89674
209874,Maks Kasnikowski,7012
206420,Ekaterina Alexandrova,1566291
111452,James Frawley,97659
221422,Emma Jackson,6648
215461,Delfina Glorioso,72906
221118,Tatsiana Sasnouskaya,63766
214503,Warona Mdlulwa,236064
200713,Federico Iannaccone,25640
210086,Lorenzo Angelini,3031
223254,Megan Markov,4096
221316,Natalia Garcia Portero,10433
104579,Romain Jouan,74243
241752,Margherita Trolese,6117
222571,Sofia Maria Nicolae,2328
132128,Radomir Jovanovic,3290
206905,Louis Herman,2433
111582,Jared Hiltzik,339755
239402,Maria Castano,6102
211768,Naomi Osaka,2066226
105149,Reda El Amrani,45583
209113,Gabriel Diallo,8589
105210,Zach Itzstein,8604
219869,Xue Cao,16943
215192,Veronika Vlkovska,296450
211706,Rachel May Pierson,3767
216206,Phonexay Chitdara,2969
222598,Vladislava Petrovskaia,77030
234227,Kaia Kruus,12068
221331,Merlina Sarno,31465
223342,Alice Benvegnu,8135
203591,Katy Dunne,682299
202413,Florencia Molinero,52986
221926,Yureni Reyna Gomez,16699
200687,Kai Breitbach,27887
222206,Diana Smelansky,27389
127179,Ivan Randjelovic,6629
220726,Sayda Gabriela Hernandez,3213
221761,Charlotte Kempenaers Pocz,55512
201495,Dominika Cibulkova,1160507
216036,Luna Meers,201119
106403,Albert Alcaraz Ivorra,25940
241713,Chiara Tomasetti,13936
105969,James Marsalek,26610
104771,Yuuya Kibi,327513
103977,Nicholas Monroe,3123
222098,Satomi Momose,2882
106197,Samuel Ribeiro Navarrete,12032
221224,Antonella La Cava,7170
105341,Thomas Fabbiano,1580298
223312,Asli Yagmur Kunduk,10410
223321,Sofia Costoulas,57497
222866,Katherine Hui,8320
105792,Egor Kovalev,15978
127376,Hyeong Don Kim,6582
103917,Nicolas Mahut,1107226
206344,Fernanda Brito,788492
223339,Tjasa Klevisar,3293
220055,Tasha Cacciato,13723
105421,Michal Konecny,110369
200170,Alonso Alejandro Delgado,7827
221489,Erika Batista Dodridge,3087
222373,Yifei He,7694
215737,Clara Froget,18812
216314,Claudia Paulina Lopez,4099
131910,Lucas Bouquet,3885
202694,Teliana Pereira,501197
209446,Lisa Brinkmann,3271
221506,Gabriela Giraldo,19853
124107,Federico Nicolas Bertucci,3383
215445,Aleksandra Draganova,24629
105624,Enrico Fioravante,4068
215526,Adi Spiegelman,15721
134114,Jad Ballout,495
138114,Graham Alrutz,3213
206842,Lewis Denton,3490
219767,Na Young Lee,4356
220990,Dieuvela Gaspard,6056
125784,David Warren,3200
215523,Adva Dabah,80832
216161,Kanna Nishida,3080
222661,Sonay Kartal,30653
202193,Nikita Valentsev,3824
132326,Matthew Chadwick,3490
216251,Megan Davies,10739
215821,Katia Monserrat De La Garza Valdez,3723
222701,Skyler Miller,5099
220239,Meenal Maharwal,16896
203589,Camelia Elena Hristea,122874
221104,Hibah Shaikh,37050
239182,Sara Erenda,11897
206374,Yafan Wang,1305400
222385,Quetzali Dafne Vazquez Montesinos,5536
221495,Destinee Martins,75233
220702,Hala Khaled,14825
221805,Eugenia Camacho,1148
201452,Lourdes Dominguez Lino,186445
212304,Maria Siopacha,2155
220308,Jiaying He,77412
111763,Jeremy Efferding,3488
105088,Laurent Rochette,73245
221597,Andjela Petrovic,2521
122578,Andres Alvarez Cerdan,8921
237473,Matilde Magrini,14440
202470,Annika Beck,505981
214743,Lena Ruppert,269922
220283,Valentina Gaggini,180393
208159,Martin Bugaj,4407
122298,Botic van de Zandschulp,769909
202621,Elixane Lechemia,467467
220841,Humera Begum Shaik,170764
210428,Qianqian Zhao,169134
219881,Ayano Sonoda,20061
222616,Nella Chiara Ondrouskova,8397
215818,Georgia Gulin,7985
221826,Myrzaiym Sherikulova,529
122591,Ram Kapach,2435
106322,David Perez Sanz,184042
214452,Caroline Dolehide,1254176
209931,Lukas Pokorny,2578
214697,Charlotte Robillard Millette,145502
212318,Aslina Chua,583
220281,Catherine Shulman,15349
234483,Celia Bajo,3086
234476,Therese Harboe Holst,3086
223100,Marie Vogt,2817
219697,Nagomi Higashitani,15029
215907,Laura Masic,33781
221194,Flavie Brugnone,90554
223201,Jigyasa Narsinghani,10583
103843,Marco Chiudinelli,444958
221911,Selena Janicijevic,249993
221309,Sofia Milatova,340481
223003,Lorenza Cuomo,3620
214324,Julia Rosenquist,177055
222460,Camila Moira Taborga Rollano,4239
134423,Leevi Saatela,7374
223289,Anastasiya Apalikhina,58832
209204,Iiro Vasa,3511
222976,Senem Ocal,20965
223330,Maelie Monfils,16430
206346,Denise Starr,2633
102706,Wei Yu Su,3002
216050,Lena Greiner,67890
210705,Irina Maria Bara,1330289
215002,Anna Gabric,349586
221128,Sophia Qi Ho,6122
127009,Juan Miguel Jaramillo,3933
213698,Maria Vittoria Viviani,211236
215764,Anastassiya Sharapova,25220
205695,Ching Lam,406
215307,Wanyuanyun Jin,8755
104082,Hiroki Kondo,14994
239433,Rana Bozdag,3640
126625,Pyry Hyrkkonen,5408
126107,Michael Geerts,170018
216019,Lin Ma,13734
211541,Jacqueline Cabaj Awad,824868
132932,Franz Luna Lavidalie,687
214514,Anastasia Chikalkina,130653
105063,Andrea Arnaboldi,1350815
222255,Kailey Evans,27952
105587,Tom Kocevar Desman,58665
214766,Margarita Skryabina,202293
105627,Giorgio Portaluri,27225
105111,Ivan Endara,132135
225847,Ksenia San Luis Kravtseva,27912
122113,Yurii Dzhavakian,3903
214162,Anna Shepita,15819
208109,Shamael Chaudhry,3285
234239,Niyati Kukreti,3613
219800,Samantha Nanere,3840
105816,Batyr Sapaev,33333
127159,Roman Warias,2434
204427,Sara Sorribes Tormo,1769151
221394,Agnes Mitteregger,7077
206145,Diana Sumova,277829
203364,Tatiana Bua,14900
206406,Berta Bonardi,25034
110763,Aoxiong Wang,44164
221714,Stefana Lazar,154365
211457,Arantxa Sanchez,98403
211951,Ana Konjuh,1067197
221993,Caroline Fawzy,69881
216168,Anna Lena Neuwirth,16885
105216,Yuichi Sugita,1556645
106006,Agustin Velotti,550076
215400,Anna Turco,11078
209693,Tuule Tani,3641
105072,Sanam Singh,60242
222154,Zuzanna Szczepanska,8356
242447,Emma Namnieks,1911
205192,Sabath Ibrahim,9794
222960,Aspasia Katsouda Taka,7659
105733,Rhyne Williams,20903
222812,Suzura Takaoka,2717
200093,Luca Prevosto,7656
105102,Goncalo Falcao,22339
220785,Sara Akid,48455
220762,Julia Lovqvist,153601
105614,Bradley Klahn,1042345
211135,Amy Olivier,11795
220864,Valeriya Vorobyova,3229
219858,Philippine Picard,22383
203428,Vivien Juhaszova,496458
219557,Kelli Hine,2719
223040,Philippine Gabalda,2480
136898,Josh Hagar Hagar,9293
221780,Joelle Goh,3512
222318,Elena Giovanna Giessler,10566
222170,Laia Giralt,12913
225860,Lina Hachem,30483
215966,Maria Toma,197134
214691,Ylona Georgiana Ghioroaie,664271
205792,Natalie Barbir,31579
221181,Jiaqi Wang,5299
214757,Anastasiya Klymenko,52596
214238,Verena Meliss,632957
122353,Christian Hirschmueller,17347
104911,Mateusz Kowalczyk,3552
213661,Yukina Saigo,374402
221953,Dilara Kinal,11251
219635,Nadia Rawson,13435
223349,Andreea Alexandra Lila,38280
215999,Julia Oczachowska,129610
222822,Mariam Alli Balogun,3639
214487,Ioana Minca,53489
215228,Cameron Morra,36833
110602,Dennis Novak,1216155
106162,Franco Agamenone,171288
222660,Tatyana Nikolenko,41930
206855,Beruk Tsegai,3538
202681,Gabriela Dabrowski,350294
105815,Tennys Sandgren,1438613
221510,Savanna Ly Nguyen,3141
202096,Yair Sarouk,14998
238202,Shira Chiche,9663
221484,Giorgia Pigato,3905
223017,Billur Gonlusen,28929
216095,Mina Hodzic,279248
222989,Matilda Mutavdzic,117244
105841,Lorenzo Giustino,1457403
215973,Katarzyna Kubicz,34581
222012,Jacqueline Alape Morales,3408
202677,Ekaterina Klyueva,46611
203583,Mary Closs,252177
123832,Bogdan Ionut Apostol,6210
104945,James Mcgee,396098
221996,Isabella Kruger,144462
219295,Rachel Zipfel,29977
206888,Zhao Zhao,13576
214464,Shir Azran,57135
202604,Despina Papamichail,1076199
207491,Sandro Kopp,11046
214539,Yuki Kristina Chiang,173562
221156,Michele Temperli,17258
220427,Nina Nikprelevic,11828
206422,Anastasia Rudakova,7318
126787,Eduardo Lacalle,2642
222364,Marta Calvo Larraz,7620
205884,Alexandra Cannizzaro,45221
220678,Olesya Kim,13357
222260,Althea Hudson,83586
215761,Aanu Ayegbusi,19116
222121,Ho Ka Henrietta Wong,15721
215373,Makenzie Myers,5242
216256,Linda Sevcikova,223075
215854,Jennifer Rosa Dourado,99499
216025,Ella Husrefovic,14947
241018,Aliesia Reva,20023
220478,Benedetta Ivaldi,93874
216007,Draginja Vukovic,362192
222401,Lola Mireille Glantz,93943
214805,Satsuki Takamura,327402
206878,Giovanni David,2807
105960,Evan King,942951
220404,Reka Farbas,90249
221297,Emily Bi,11270
222193,Zixuan Zeng,3500
106046,Nebojsa Peric,6124
215940,Alexandra Heczey,3276
211310,Ingrid Vojcinakova,214730
223001,Eleni Makride,7389
214312,Sherazad Reix,552394
214983,Mihika Yadav,194814
206703,Paul Jubb,61958
105335,Sho Katayama,22088
200516,Patrick Kypson,151258
104327,Steve Darcis,827118
216189,Isabella Tcherkes Zade,65420
124099,Mohamed Nazim Makhlouf,4384
221077,Mika Dagan Fruchtman,111301
222535,Anna Marie Kopecka,3541
237460,Anna Kvizhinadze,6314
221417,Ana Paula Martinez Mora,9834
239156,Lucija Ciric Bagaric,6458
214014,Adriana Sosnovschi,146586
200309,Marek Gengel,151891
206073,Eleanor Dean,22332
234221,Jagmeet Kaur Grewal,3613
206642,Yassir Kilani,419
220659,Celine El Ghali,3547
221439,Anna Sturmigh,8973
206890,Arthur Hugounenq,4341
223371,Celine Simunyu,10309
206399,Francesca Sella,187006
222815,Tiffany Pyritz,2608
215245,Svetlana Iansitova,106887
221467,Alessandra Simone,112440
221740,Helena Stevic,112665
205833,Isabela Miro,4026
203533,Anna Karolina Schmiedlova,1282846
208320,Christopher Li,2549
238209,Piper Charney,3546
200403,Patrik Nema,47348
201657,Nastja Kolar,874639
211598,Anna Brogan,79052
219403,Ornella Marcela Spinetta,21855
223679,Tabatha Suarez,8222
126128,Roman Safiullin,945771
134767,Sam Taylor,17506
105634,Viktor Galovic,1186020
239400,Lia Isabella Espinal,3051
220714,Elisabetta Cocciaretto,658882
221855,Yara Fayssal,231
210629,Ilze Hattingh,69201
207901,Robert Cash,9505
104022,Mikhail Youzhny,918612
105968,David Fleming,21370
223026,Justmin Da Costa,2480
222950,Maria Verdu Gonzalez,3565
221787,Jooyeon Jeong,12723
236962,Zi Yi Gao,2743
105278,Alexis Klegou,4111
201896,Sean Sculley,1639
221098,Alejandra Ferrer Rodriguez,3712
214693,Marta Garcia Gausi,63986
200541,Filip Duda,3289
